mu,binarization_residual,is_binarized,energy,binary_cut_value,gradient_norm,theta_0,theta_1,theta_2,hess_eig_0,hess_eig_1,hess_eig_2
0.001,0.867632511762146,0,-1.4992501250625174,2.0,4.560468730414015e-12,-2.091171883605894,2.0981959941795982,0.0035085485239541516,7.49833493894663e-10,1.4987498750483865,1.5012508747019817
0.008532663316582915,0.8657785095154162,0,-1.4936096422961014,2.0,1.5948857361589514e-09,-2.0948886799711937,2.0988524715547596,0.0019651998963561928,4.658923451746012e-07,1.4893250336241628,1.510729417500127
0.01606532663316583,0.8639014455094762,0,-1.487983528111181,2.0,2.406647304558269e-09,-2.0986275181918552,2.0995258002206425,0.0004420969978504666,3.109799705089314e-06,1.4798858190842141,1.520306736355571
0.023597989949748748,0.8630997780847378,0,-1.4823719467741423,2.0,1.8388509276225622e-08,-2.10238777253802,2.1002170329413143,-0.0010606463431339442,9.855685841529036e-06,1.470432079105148,1.5299823826649668
0.031130653266331663,0.8627404394029569,0,-1.4767750649110858,2.0,1.0167020839637102e-07,-2.1061679289789548,2.100928115568908,-0.0025420594531061665,2.2625161242425646e-05,1.4609636867728562,1.5397559081293328
0.03866331658291458,0.8623691786240143,0,-1.471193051428285,2.0,3.0796309737460723e-07,-2.1099655884126234,2.1016618854154263,-0.004000346362191176,4.3336887877181147e-05,1.4514805394923325,1.5496268667511321
0.046195979899497495,0.8619840664256223,0,-1.4656260774425176,2.0,7.167680498832814e-07,-2.113777476591317,2.102422063766056,-0.005432921242628119,7.390538465981242e-05,1.4419825573130616,1.5595948173499454
0.05372864321608041,0.8615827212642082,0,-1.4600743162270053,2.0,1.425538071878876e-06,-2.11759946290417,2.103213240399475,-0.0068364495857169945,0.00011624004982294849,1.4324696804297536,1.5696593268162338
0.061261306532663325,0.8611623183635245,0,-1.454537943180317,2.0,2.5482141610436747e-06,-2.1214265900488263,2.104040848074655,-0.008206896776354607,0.0001722444854233279,1.4229418656542159,1.5798199742806636
0.06879396984924624,0.8607196043345567,0,-1.4490171358267199,2.0,4.21324778430999e-06,-2.1252531164470785,2.1049111250764025,-0.009539585509306723,0.0002438162227030887,1.4133990817052051,1.5900763563211289
