mu,binarization_residual,is_binarized,energy,binary_cut_value,gradient_norm,theta_0,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,hess_eig_0,hess_eig_1,hess_eig_2,hess_eig_3,hess_eig_4,hess_eig_5,hess_eig_6,hess_eig_7
0.001,0.9238973916696086,0,-9.654854603045848,10.0,3.717717752587906e-14,-1.1781439159551665,2.7488470101482387,0.39215270739798114,-1.9640422669103739,1.963448737634628,-0.39274564344154705,-2.7494399461918047,1.1775503866794206,5.311299385603104e-13,1.4142120597731005,1.4142145346443251,2.413817162778583,2.4146100547974227,2.8284287157349834,4.413110493188524,4.415317599388406
0.008532663316582915,0.9232526943454723,0,-9.639814664198699,10.0,4.000283881476614e-12,-1.1764624633091865,2.7505189948397777,0.39007173600233136,-1.9661406982549565,1.9651301902806062,-0.39107365875001787,-2.75152091758746,1.1754519553348373,2.8110784422692226e-09,1.4141041714024698,1.4142843489468957,2.410834568266661,2.4175993136647325,2.828542951170335,4.404832727222447,4.423664865176936
0.01606532663316583,0.9226036008651411,0,-9.62481485164139,10.0,7.136210169344503e-11,-1.1747763810511525,2.752177511810934,0.3879981579754752,-1.9682562005030821,1.9668162725386409,-0.3894151417788595,-2.753594495614319,1.1733364530867108,3.532377114705775e-08,1.4138258485092317,1.4144644887396611,2.407858976570264,2.4205920891134562,2.828837653470439,4.3966107397144665,4.43206622064492
0.023597989949748748,0.9219500437275314,0,-9.609855175132973,10.0,4.3254512347231633e-10,-1.1730855459369152,2.753822779373328,0.38593182635256945,-1.9703890290649195,1.9685071076528768,-0.3877698742164704,-2.7556608272372207,1.1712036245248743,1.644253770194205e-07,1.4133772792108916,1.4147549321098563,2.404891910164418,2.423586824557544,2.8293126383432656,4.388445317976483,4.440520961390946
0.031130653266331663,0.9212919506036663,0,-9.594935650413223,10.0,1.6204247223952131e-09,-1.1713898243428866,2.755455020566363,0.3838726029111792,-1.9725394332026356,1.970202829246906,-0.386137633023435,-2.757720050678621,1.1690532203871564,4.9792850863417e-07,1.4127587659692515,1.415155643858309,2.4019348823934683,2.426581951686284,2.8299676094277992,4.380337275486273,4.449028407617838
0.03866331658291458,0.9206292426928205,0,-9.580056299207879,10.0,4.609316577930354e-09,-1.1696890682733445,2.757074466644989,0.38182036152255877,-1.974707652165951,1.9719035853164475,-0.38451818694480966,-2.7597722920672414,1.166885001423841,1.1845161055253626e-06,1.4119707245058224,1.4156665755554043,2.398989398102935,2.429575889883925,2.83080215941625,4.372287452243408,4.457587903763306
0.046195979899497495,0.9199618329263016,0,-9.565217149235805,10.0,1.0961794606815775e-08,-1.1679831110767267,2.7586813606837386,0.3797749916202254,-1.9768939110403816,1.973609542513067,-0.38291129290605,-2.7618176619695705,1.1646987425494109,2.413665027327397e-06,1.4110136823065407,1.4162876656304424,2.3960569542729946,2.4325670456680086,2.831815771588863,4.364296715119471,4.4661988181303975
0.05372864321608041,0.9192896240109623,0,-9.550418234218093,10.0,2.2982959219047976e-08,-1.1662717628598385,2.7602759612987504,0.37773640178676093,-1.9790984162979952,1.975320890729955,-0.3813166922910438,-2.7638562518030367,1.1624942372917972,4.415548767589622e-06,1.4098882767281764,1.4170188394946133,2.3931390406526605,2.43555381214776,2.8330078217484576,4.35636595820118,4.474860542518417
0.061261306532663325,0.9186125063127444,0,-9.535659593889086,10.0,4.3881573284682336e-08,-1.164554805610298,2.7618585464688667,0.37570452343948324,-1.9813213510622452,1.9770378479794954,-0.37973410712092487,-2.7658881301503095,1.1602713025275477,7.460919526780517e-06,1.4085952527215957,1.417860009698232,2.3902371403941625,2.4385345685040853,2.8343775805387414,4.348496103124576,4.4835724918552735
0.06879396984924624,0.9179303555788338,0,-9.52094127400927,10.0,7.793717777954066e-08,-1.1628319880330071,2.7634294174429304,0.37367931460108156,-1.9835628700940564,1.9787606655567864,-0.3781632361468629,-2.7679133389887123,1.1580297834957367,1.186096995257146e-05,1.407135460189881,1.4188110761226445,2.38735273068715,2.441507679492396,2.835924216127433,4.340688099398309,4.492334103832055
0.07632663316582916,0.9172430305002306,0,-9.506263326380028,10.0,1.306719231087402e-07,-1.1611030201146828,2.764988902713154,0.3716607637346936,-1.9858230945148323,1.9804896334751103,-0.3766037508766395,-2.7699318898550995,1.155769559074961,1.7967174978487055e-05,1.4055098510013881,1.4198719262079003,2.3844872833927506,2.444471494969519,2.83764679723265,4.332942924713979,4.501144838540666
0.08385929648241207,0.9165503701197982,0,-9.491625808860265,10.0,2.0902540342076734e-07,-1.1593675674384571,2.766537362029038,0.36964889361692643,-1.9881021062901685,1.9822250861513362,-0.3750552915607552,-2.771943759972867,1.1534905472996249,2.617111440471471e-05,1.403719475680095,1.4210424352170559,2.3816422656779483,2.4474243494456465,2.839544296468777,4.325261585241272,4.510004178115466
0.09139195979899499,0.9158521910934578,0,-9.47702878538494,10.0,3.215302601410617e-07,-1.1576252452767353,2.7680751904221195,0.3676437652184593,-1.9903999425045116,1.983967408313058,-0.37351746316767437,-2.7739488883713332,1.1511927110852818,3.690427703242759e-05,1.4017654797970183,1.4223224665384644,2.3788191406511725,2.4503645616620013,2.8416155939858827,4.317645115905425,4.518911626379796
0.0989246231155779,0.9151482848167105,0,-9.462472325985457,10.0,4.784857280329884e-07,-1.1558756125012495,2.7696028222043405,0.3656454815542411,-1.9927165894679202,1.9857170410885436,-0.371989831385453,-2.775947172035552,1.1488760641218734,5.063784735044982e-05,1.3996491000878406,1.4237118720275186,2.3760193680006108,2.4532904341945603,2.8438594813753615,4.310094580644422,4.52786670849848
0.10645728643216082,0.9144384144327122,0,-9.447956506812083,10.0,6.921256375720735e-07,-1.154118165358522,2.7711207348969937,0.36365419145950373,-1.9950519767055501,1.9874744882312714,-0.37047191869279933,-2.77793846213029,1.1465406768842432,6.788247614762342e-05,1.397371660322729,1.4252104923895745,2.3732444046374135,2.456200253083698,2.846274665813141,4.302611072643032,4.536868970637449
0.11398994974874373,0.913722311744317,0,-9.43348141015838,10.0,9.767766688004758e-07,-1.1523523311732644,2.772629453037379,0.361670093238093,-1.9974059708949263,1.989240322416529,-0.3689632005524138,-2.7799225603517,1.144186682694867,8.918803658783773e-05,1.3949345669548188,1.426818157605919,2.370495705346646,2.4590922874891405,2.848859774410968,4.295195714540755,4.545917979631754
0.12152261306532665,0.9129996740570526,0,-9.419047124487875,10.0,1.3490018852724419e-06,-1.15057746205211,2.774129551805122,0.35969343812446075,-1.9997783698260168,1.9910151915376832,-0.36746310178467145,-2.781899215465333,1.1418142837637766,0.00011514336776414034,1.3923393045740065,1.4285346874048441,2.3677747234497053,2.461964789368982,2.8516133587459227,4.287849658610418,4.555013322663433
0.12905527638190956,0.9122701609875732,0,-9.404653744463046,10.0,1.8277237790449131e-06,-1.1487928286770583,2.7756216603990804,0.35772453348980515,-2.0021688964761037,1.9927998249127348,-0.36597099319071286,-2.783868120099988,1.1394237571136896,0.0001463760080439199,1.3895874311925367,1.4303598917798954,2.365082911482724,2.4648159931809404,2.8545338995381213,4.2805740869041395,4.5641546069507966
0.13658793969849248,0.9115333912784318,0,-9.390301370976934,10.0,2.4343202518670666e-06,-1.1469976142913685,2.777106465088692,0.3557637457159077,-2.0045771933046908,1.994595039298425,-0.3644861885011012,-2.785828907873886,1.1370154602851026,0.00018355192099582968,1.3866805733884522,1.432293571557369,2.3624217218963928,2.46764411560334,2.8576198114469813,4.2733702113631455,4.573341459450918
0.1441206030150754,0.9107889396677853,0,-9.375990111187585,10.0,3.1926861685028065e-06,-1.145190908997107,2.7785847118543323,0.3538115026511787,-2.0070028168899396,1.9964017445926865,-0.3630079417354608,-2.787781150938613,1.1345898366998537,0.0002273752171710036,1.3836204213323189,1.4343355190149187,2.35979260778348,2.4704473552726753,2.8608694479568744,4.266239273887898,4.582573526577229
0.15165326633165832,0.9100363338702749,0,-9.361720078555718,10.0,4.129252383912289e-06,-1.143371704499167,2.7800572085234307,0.35186829555584304,-2.009445233043312,1.9982209490906264,-0.36153544506636276,-2.78972435803395,1.1321474205464812,0.00027858787538006787,1.380408723721955,1.4364855185528698,2.357197023641129,2.473223892534009,2.8642811063241056,4.259182546364894,4.5918504739342785
0.15918592964824121,0.9092750517334671,0,-9.347491392885965,10.0,5.2729535032332514e-06,-1.141538889446802,2.7815248263012675,0.34993468043571885,-2.0119038125547712,2.0000537641429914,-0.3600678272885261,-2.7916579731540745,1.1296888410350219,0.00033796946776852593,1.3770472826489977,1.438743347419185,2.354636426175697,2.4759718892000233,2.867853032558118,4.25220133064658,4.601171986071777
0.16671859296482414,0.908504518642214,0,-9.333304180372167,10.0,6.65513513479431e-06,-1.1396912455389365,2.782988500588931,0.34801127865796755,-2.014377827735307,2.001901408050857,-0.3586041530008616,-2.7935813749318257,1.1272148258544858,0.00040633689325240215,1.373537948420458,1.4411087764883896,2.3521122751583685,2.4786894883142194,2.8715834264113678,4.245296958480749,4.610537766260126
0.17425125628140706,0.9077241052512204,0,-9.319158573647215,10.0,8.309391091929259e-06,-1.1378274445739016,2.784449230975668,0.34609877673738965,-2.0168664499369333,2.00376520901589,-0.35714342261412535,-2.795493876852403,1.1247262036528602,0.00048454412438532393,1.3698826143576979,1.443581571093605,2.349626034339961,2.4813748139137726,2.8754704463537686,4.238470791386188,4.619947536289532
0.18178391959798998,0.9069331256334117,0,-9.30505471183799,10.0,1.0271320950162143e-05,-1.1359460466364555,2.785908080289723,0.34419792517920567,-2.0193687482412304,2.005646606953337,-0.35568457330007025,-2.797394728410587,1.1222239053485636,0.0005734819729836482,1.3660832115948611,1.4461614919096475,2.3471791724330857,2.484025970787869,2.8795122145093397,4.23172422047126,4.629401036294616
0.1893165829145729,0.9061308359383752,0,-9.290992740625914,10.0,1.2578198638527172e-05,-1.1340454996248177,2.7873661725908105,0.3423095362637873,-2.0218836895159273,2.007547153964975,-0.35422648099898324,-2.799283117326007,1.1197089640738649,0.00067407787993688,1.3621417038986632,1.4488482958834519,2.3447731641692,2.486641044228191,2.8837068215343202,4.225058666192727,4.638898024606258
0.1968492462311558,0.9053164336606523,0,-9.276972812313751,10.0,1.5268543402485857e-05,-1.132124140326865,2.7888246899892315,0.3404344806612658,-2.024410140043647,2.009468513262929,-0.3527679636005619,-2.8011581729285275,1.1171825135461466,0.0007872957345824293,1.3580600825316373,1.451641737206234,2.342409491436688,2.489218099769564,2.8880523314178457,4.218475578052266,4.648438277631778
0.20438190954773872,0.9044890576215778,0,-9.262995085899094,10.0,1.8381585586639013e-05,-1.1301801972563295,2.790284868182233,0.3385736827700284,-2.0269468689267565,2.0114124563334634,-0.35130778540756064,-2.8030189708197653,1.1146457846630362,0.0009141357287034078,1.3538403611815755,1.4545415683196965,2.3400896445041726,2.4917551829207705,2.8925467861878524,4.211976434228765,4.658021589764116
0.21191457286432164,0.9036477887704543,0,-9.249059727155002,10.0,2.1956621316353765e-05,-1.1282117954566029,2.791747990607326,0.3367281146827604,-2.02949255346698,2.0133808581331905,-0.34984466298246725,-2.8048645389070326,1.1121001001228132,0.0010556342494986545,1.3494845709809342,1.4575475409462553,2.3378151233304023,2.4942503188882705,2.897188210506539,4.2055627411448775,4.667647773319678
0.21944723618090456,0.9027916519103606,0,-9.235166908718117,10.0,2.60322523589299e-05,-1.1262169634696044,2.7932153811262825,0.33489878869812195,-2.032045786706126,2.0153756901201896,-0.3483772724635105,-2.806693864891671,1.109546866883668,0.0012128638149177362,1.3449947556414492,1.4606594071307326,2.335587438958483,2.496701512299081,2.9019746161410582,4.199236032967008,4.677316658503585
0.22697989949748745,0.9019196184508299,0,-9.221316810184371,10.0,3.0645510269430234e-05,-1.1241936426504555,2.794688395171711,0.3330867483146565,-2.034605087295566,2.0173990109393385,-0.3469042584180813,-2.808505905275137,1.1069875662942277,0.0013869330532478765,1.340372966730911,1.4638769202786786,2.333408114987752,2.499106746933259,2.9069040062963705,4.192997871038298,4.687028093399901
0.23451256281407037,0.9010306102827491,0,-9.207509618212185,10.0,3.583086739080437e-05,-1.1221396989825336,2.796168409312498,0.3312930576680886,-2.0371689118340632,2.0194529546072593,-0.34542424427729584,-2.810299595921705,1.1044237417557297,0.0015789867270542997,1.3356212591210497,1.4671998361740957,2.33127868911135,2.5014639854814664,2.911974379798335,4.1868498432448,4.696781943982913
0.2420452261306533,0.9001235048606308,0,-9.193745526632787,10.0,4.161914140134263e-05,-1.120052937513424,2.7976568092231933,0.329518789401941,-2.0397356697779507,2.02153971607637,-0.34393584436660096,-2.8120738641878527,1.101856983811842,0.0017902057992154952,1.3307416866374497,1.4706279139574359,2.3292007147016625,2.503771169348561,2.9171837351157843,4.180793563315395,4.706578094144268
0.24957788944723622,0.8991971415626293,0,-9.180024736566901,10.0,4.8036304845199674e-05,-1.1179311194876718,2.7991549760775087,0.3277650109961607,-2.0423037409821587,2.023661534102122,-0.3424376775122843,-2.813827642593633,1.0992889126076344,0.0020218075362570115,1.3257362979441518,1.4741609170433339,2.327175762419474,2.506026218530151,2.922530074211161,4.174830670056267,4.716416445729011
0.2571105527638191,0.8982503293792877,0,-9.166347456546735,10.0,5.51022163974857e-05,-1.115771982197517,2.8006642714264496,0.3260327696182731,-2.0448714958755567,2.025820671392276,-0.3409283821633442,-2.815559883971521,1.096721157714236,0.002275045641100941,1.3206071326968414,1.4777986139569066,2.3252054218162415,2.5082270315949975,2.9280114062096514,4.168962826520907,4.726296918572354
