u0,seed,cut,energy
0.004999999999999999,0,9.0,-8.97920558461953
0.004999999999999999,1,9.0,-8.97920558461953
0.004999999999999999,2,9.0,-8.97920558461953
0.004999999999999999,3,9.0,-8.97920558461953
0.004999999999999999,4,9.0,-8.97920558461953
0.005034693157380135,0,9.0,-8.979061299834445
0.005034693157380135,1,9.0,-8.979061299834445
0.005034693157380135,2,9.0,-8.979061299834445
0.005034693157380135,3,9.0,-8.979061299834445
0.005034693157380135,4,9.0,-8.979061299834445
0.005069627037794076,0,9.0,-8.97891601391041
0.005069627037794076,1,9.0,-8.97891601391041
0.005069627037794076,2,9.0,-8.97891601391041
0.005069627037794076,3,9.0,-8.97891601391041
0.005069627037794076,4,9.0,-8.97891601391041
0.005104803311530232,0,9.0,-8.978769719900889
0.005104803311530232,1,9.0,-8.978769719900889
0.005104803311530232,2,9.0,-8.978769719900889
0.005104803311530232,3,9.0,-8.978769719900889
0.005104803311530232,4,9.0,-8.978769719900889
0.005140223660466548,0,9.0,-8.978622410811148
0.005140223660466548,1,9.0,-8.978622410811148
0.005140223660466548,2,9.0,-8.978622410811148
0.005140223660466548,3,9.0,-8.978622410811148
0.005140223660466548,4,9.0,-8.978622410811148
0.005175889778150881,0,9.0,-8.97847407959792
0.005175889778150881,1,9.0,-8.97847407959792
0.005175889778150881,2,9.0,-8.97847407959792
0.005175889778150881,3,9.0,-8.97847407959792
0.005175889778150881,4,9.0,-8.97847407959792
0.005211803369882005,0,9.0,-8.978324719169068
0.005211803369882005,1,9.0,-8.978324719169068
0.005211803369882005,2,9.0,-8.978324719169068
0.005211803369882005,3,9.0,-8.978324719169068
0.005211803369882005,4,9.0,-8.978324719169068
0.005247966152791138,0,9.0,-8.978174322383243
0.005247966152791138,1,9.0,-8.978174322383243
0.005247966152791138,2,9.0,-8.978174322383243
0.005247966152791138,3,9.0,-8.978174322383243
0.005247966152791138,4,9.0,-8.978174322383243
0.005284379855924019,0,9.0,-8.978022882049546
0.005284379855924019,1,9.0,-8.978022882049546
0.005284379855924019,2,9.0,-8.978022882049546
0.005284379855924019,3,9.0,-8.978022882049546
0.005284379855924019,4,9.0,-8.978022882049546
0.0053210462203236225,0,9.0,-8.977870390927182
0.0053210462203236225,1,9.0,-8.977870390927182
0.0053210462203236225,2,9.0,-8.977870390927182
0.0053210462203236225,3,9.0,-8.977870390927182
0.0053210462203236225,4,9.0,-8.977870390927182
0.005357966999113355,0,9.0,-8.977716841725117
0.005357966999113355,1,9.0,-8.977716841725117
0.005357966999113355,2,9.0,-8.977716841725117
0.005357966999113355,3,9.0,-8.977716841725117
0.005357966999113355,4,9.0,-8.977716841725117
0.005395143957580917,0,9.0,-8.977562227101727
0.005395143957580917,1,9.0,-8.977562227101727
0.005395143957580917,2,9.0,-8.977562227101727
0.005395143957580917,3,9.0,-8.977562227101727
0.005395143957580917,4,9.0,-8.977562227101727
0.005432578873262691,0,9.0,-8.977406539664441
0.005432578873262691,1,9.0,-8.977406539664441
0.005432578873262691,2,9.0,-8.977406539664441
0.005432578873262691,3,9.0,-8.977406539664441
0.005432578873262691,4,9.0,-8.977406539664441
0.005470273536028711,0,9.0,-8.977249771969406
0.005470273536028711,1,9.0,-8.977249771969406
0.005470273536028711,2,9.0,-8.977249771969406
0.005470273536028711,3,9.0,-8.977249771969406
0.005470273536028711,4,9.0,-8.977249771969406
0.005508229748168284,0,9.0,-8.977091916521106
0.005508229748168284,1,9.0,-8.977091916521106
0.005508229748168284,2,9.0,-8.977091916521106
0.005508229748168284,3,9.0,-8.977091916521106
0.005508229748168284,4,9.0,-8.977091916521106
0.005546449324476113,0,9.0,-8.976932965772024
0.005546449324476113,1,9.0,-8.976932965772024
0.005546449324476113,2,9.0,-8.976932965772024
0.005546449324476113,3,9.0,-8.976932965772024
0.005546449324476113,4,9.0,-8.976932965772024
0.005584934092339113,0,9.0,-8.97677291212227
0.005584934092339113,1,9.0,-8.97677291212227
0.005584934092339113,2,9.0,-8.97677291212227
0.005584934092339113,3,9.0,-8.97677291212227
0.005584934092339113,4,9.0,-8.97677291212227
0.005623685891823759,0,9.0,-8.976611747919225
0.005623685891823759,1,9.0,-8.976611747919225
0.005623685891823759,2,9.0,-8.976611747919225
0.005623685891823759,3,9.0,-8.976611747919225
0.005623685891823759,4,9.0,-8.976611747919225
0.005662706575764057,0,9.0,-8.976449465457168
0.005662706575764057,1,9.0,-8.976449465457168
0.005662706575764057,2,9.0,-8.976449465457168
0.005662706575764057,3,9.0,-8.976449465457168
0.005662706575764057,4,9.0,-8.976449465457168
0.005701998009850165,0,9.0,-8.976286056976912
0.005701998009850165,1,9.0,-8.976286056976912
0.005701998009850165,2,9.0,-8.976286056976912
0.005701998009850165,3,9.0,-8.976286056976912
0.005701998009850165,4,9.0,-8.976286056976912
0.005741562072717555,0,9.0,-8.976121514665431
0.005741562072717555,1,9.0,-8.976121514665431
0.005741562072717555,2,9.0,-8.976121514665431
0.005741562072717555,3,9.0,-8.976121514665431
0.005741562072717555,4,9.0,-8.976121514665431
0.005781400656036876,0,9.0,-8.97595583065549
0.005781400656036876,1,9.0,-8.97595583065549
0.005781400656036876,2,9.0,-8.97595583065549
0.005781400656036876,3,9.0,-8.97595583065549
0.005781400656036876,4,9.0,-8.97595583065549
0.005821515664604383,0,9.0,-8.97578899702526
0.005821515664604383,1,9.0,-8.97578899702526
0.005821515664604383,2,9.0,-8.97578899702526
0.005821515664604383,3,9.0,-8.97578899702526
0.005821515664604383,4,9.0,-8.97578899702526
0.005861909016432992,0,9.0,-8.975621005797954
0.005861909016432992,1,9.0,-8.975621005797954
0.005861909016432992,2,9.0,-8.975621005797954
0.005861909016432992,3,9.0,-8.975621005797954
0.005861909016432992,4,9.0,-8.975621005797954
0.005902582642844027,0,9.0,-8.97545184894143
0.005902582642844027,1,9.0,-8.97545184894143
0.005902582642844027,2,9.0,-8.97545184894143
0.005902582642844027,3,9.0,-8.97545184894143
0.005902582642844027,4,9.0,-8.97545184894143
0.005943538488559516,0,9.0,-8.975281518367817
0.005943538488559516,1,9.0,-8.975281518367817
0.005943538488559516,2,9.0,-8.975281518367817
0.005943538488559516,3,9.0,-8.975281518367817
0.005943538488559516,4,9.0,-8.975281518367817
0.0059847785117952135,0,9.0,-8.975110005933123
0.0059847785117952135,1,9.0,-8.975110005933123
0.0059847785117952135,2,9.0,-8.975110005933123
0.0059847785117952135,3,9.0,-8.975110005933123
0.0059847785117952135,4,9.0,-8.975110005933123
0.006026304684354212,0,9.0,-8.974937303436853
0.006026304684354212,1,9.0,-8.974937303436853
0.006026304684354212,2,9.0,-8.974937303436853
0.006026304684354212,3,9.0,-8.974937303436853
0.006026304684354212,4,9.0,-8.974937303436853
0.006068118991721202,0,9.0,-8.974763402621607
0.006068118991721202,1,9.0,-8.974763402621607
0.006068118991721202,2,9.0,-8.974763402621607
0.006068118991721202,3,9.0,-8.974763402621607
0.006068118991721202,4,9.0,-8.974763402621607
0.006110223433157443,0,9.0,-8.974588295172689
0.006110223433157443,1,9.0,-8.974588295172689
0.006110223433157443,2,9.0,-8.974588295172689
0.006110223433157443,3,9.0,-8.974588295172689
0.006110223433157443,4,9.0,-8.974588295172689
0.006152620021796307,0,9.0,-8.974411972717714
0.006152620021796307,1,9.0,-8.974411972717714
0.006152620021796307,2,9.0,-8.974411972717714
0.006152620021796307,3,9.0,-8.974411972717714
0.006152620021796307,4,9.0,-8.974411972717714
0.006195310784739577,0,9.0,-8.974234426826204
0.006195310784739577,1,9.0,-8.974234426826204
0.006195310784739577,2,9.0,-8.974234426826204
0.006195310784739577,3,9.0,-8.974234426826204
0.006195310784739577,4,9.0,-8.974234426826204
